hour,dispatch_date,lat,lng,crime
12.0,2024-04-20,39.92472422,-75.17011638,Thefts
8.0,2024-01-18,39.97763807,-75.11920643,Aggravated Assault Firearm
17.0,2024-02-06,39.91963731,-75.1377865,Thefts
0.0,2024-06-02,39.96010201,-75.19713512,Aggravated Assault No Firearm
13.0,2024-03-28,39.98922507,-75.09020615,Thefts
12.0,2024-02-03,40.02812769,-75.05803652,Thefts
16.0,2024-03-21,39.96699529,-75.23467051,Theft from Vehicle
7.0,2024-04-10,39.98366268,-75.10063502,Thefts
17.0,2024-07-08,39.95121771,-75.16903904,Thefts
18.0,2024-03-13,40.07526351,-75.03236516,Thefts
11.0,2024-05-13,40.01204815,-75.08879753,Thefts
21.0,2024-05-20,39.95841709,-75.23570132,Thefts
21.0,2024-06-13,40.06796063,-75.19833796,Thefts
15.0,2024-06-16,40.06796063,-75.19833796,Thefts
15.0,2024-04-04,39.97767751,-75.22203135,Thefts
16.0,2024-05-16,40.06796063,-75.19833796,Thefts
19.0,2024-02-11,39.9312699,-75.22551077,Thefts
20.0,2024-04-14,39.96700198,-75.16968195,Thefts
2.0,2024-06-28,,,Robbery No Firearm
19.0,2024-01-16,40.01116451,-75.08890572,Thefts
14.0,2024-04-16,39.99366007,-75.1523906,Thefts
8.0,2024-07-16,,,Thefts
7.0,2024-05-13,39.98366268,-75.10063502,Thefts
17.0,2024-07-25,,,Thefts
16.0,2024-06-04,,,Thefts
8.0,2024-03-26,40.05044436,-74.98493033,Thefts
19.0,2024-07-13,40.03956736,-75.15127866,Thefts
21.0,2024-06-04,39.94692408,-75.16676092,Thefts
9.0,2024-01-02,39.95254742,-75.16522095,Thefts
11.0,2024-01-06,39.91998433,-75.15409139,Thefts
13.0,2024-05-20,40.0052375,-75.1507447,Thefts
13.0,2024-02-15,39.97725765,-75.11845018,Thefts
17.0,2024-04-02,39.95509393,-75.16580884,Thefts
8.0,2024-02-13,40.05543991,-75.0907696,Thefts
18.0,2024-07-08,40.05543991,-75.0907696,Thefts
9.0,2024-03-14,39.93778585,-75.16252568,Theft from Vehicle
20.0,2024-07-01,40.04464634,-75.05464796,Robbery Firearm
11.0,2024-07-16,40.05543991,-75.0907696,Thefts
18.0,2024-05-26,39.924391,-75.1461529,Thefts
14.0,2024-06-21,39.94692408,-75.16676092,Thefts
9.0,2024-01-24,39.92091412,-75.17127554,Theft from Vehicle
12.0,2024-05-21,39.91880262,-75.14012538,Thefts
16.0,2024-05-14,39.91880262,-75.14012538,Thefts
14.0,2024-04-06,40.04073705,-75.02998078,Theft from Vehicle
11.0,2024-03-09,39.96309434,-75.20264988,Robbery No Firearm
15.0,2024-02-03,40.00368897,-75.16617719,Thefts
16.0,2024-08-19,40.01843484,-75.2128716,Thefts
7.0,2024-05-15,39.9786189,-75.15900581,Burglary Non-Residential
16.0,2024-06-23,40.05543182,-75.09076785,Thefts
11.0,2024-06-25,40.05543182,-75.09076785,Thefts
6.0,2024-07-19,40.04081521,-75.06563876,Robbery No Firearm
13.0,2024-03-24,39.92276589,-75.16960597,Thefts
19.0,2024-01-08,,,Thefts
10.0,2024-01-11,,,Thefts
17.0,2024-01-14,,,Thefts
15.0,2024-03-18,39.9473725,-75.22887827,Thefts
12.0,2024-05-31,39.99905884,-75.13323677,Robbery Firearm
19.0,2024-01-19,39.91864979,-75.18578938,Thefts
12.0,2024-06-07,40.04942757,-75.0603826,Thefts
16.0,2024-06-17,40.04942757,-75.0603826,Thefts
20.0,2024-08-09,40.0445866,-75.0553048,Thefts
16.0,2024-08-14,39.94738056,-75.22888006,Thefts
11.0,2024-04-20,39.93534682,-75.18773841,Thefts
18.0,2024-07-22,39.9473725,-75.22887827,Thefts
18.0,2024-08-14,39.99548865,-75.1155786,Theft from Vehicle
14.0,2024-01-12,39.95958723,-75.19313574,Theft from Vehicle
10.0,2024-05-23,39.99266901,-75.1531559,Thefts
14.0,2024-05-14,40.03006942,-75.05602341,Thefts
10.0,2024-06-14,40.0408649,-75.07510232,Thefts
20.0,2024-06-01,39.92429446,-75.17006782,Aggravated Assault No Firearm
15.0,2024-02-13,40.03274493,-75.17735752,Thefts
15.0,2024-07-18,40.04443629,-75.0179981,Thefts
12.0,2024-01-08,40.00437613,-75.10356238,Thefts
7.0,2024-05-24,40.03947456,-75.03342753,Thefts
8.0,2024-08-05,39.96015505,-75.23912863,Theft from Vehicle
9.0,2024-06-22,39.97868367,-75.22409192,Robbery No Firearm
18.0,2024-06-28,39.92191071,-75.16173799,Robbery No Firearm
17.0,2024-05-13,39.90550404,-75.19445413,Thefts
20.0,2024-01-29,40.06166135,-75.05671162,Thefts
15.0,2024-03-24,39.92325204,-75.23841975,Thefts
17.0,2024-07-15,39.99276688,-75.14185989,Robbery No Firearm
13.0,2024-02-13,39.96701005,-75.16968373,Thefts
20.0,2024-02-03,39.94693215,-75.16676269,Thefts
14.0,2024-02-12,39.98117325,-75.13739105,Thefts
15.0,2024-05-13,39.96700198,-75.16968195,Thefts
15.0,2024-01-20,39.9620308,-75.17223776,Thefts
11.0,2024-02-27,39.95185031,-75.16813922,Thefts
16.0,2024-03-07,,,Thefts
16.0,2024-06-09,40.05543182,-75.09076785,Thefts
23.0,2024-03-20,,,Thefts
9.0,2024-04-08,,,Thefts
13.0,2024-04-08,,,Thefts
18.0,2024-06-26,,,Thefts
7.0,2024-06-11,39.96838892,-75.22371517,Thefts
20.0,2024-05-27,40.05543182,-75.09076785,Thefts
20.0,2024-07-07,,,Thefts
13.0,2024-07-30,,,Thefts
14.0,2024-01-06,40.03548354,-75.01414497,Aggravated Assault No Firearm
16.0,2024-07-11,,,Aggravated Assault No Firearm
16.0,2024-07-08,39.9630308,-75.13521201,Thefts
0.0,2024-06-20,40.05543182,-75.09076785,Thefts
9.0,2024-05-14,39.96287593,-75.16848277,Thefts
8.0,2024-01-13,39.9345579,-75.1525859,Thefts
10.0,2024-01-06,39.98513129,-75.14629134,Theft from Vehicle
22.0,2024-02-17,39.88390405,-75.23066879,Thefts
13.0,2024-03-28,39.99405386,-75.13103966,Aggravated Assault No Firearm
16.0,2024-06-20,40.05543182,-75.09076785,Thefts
18.0,2024-01-08,40.06365462,-75.23914186,Thefts
17.0,2024-06-10,39.95906984,-75.15129282,Thefts
5.0,2024-04-05,39.96047725,-75.13886856,Thefts
15.0,2024-01-17,40.00368897,-75.16617719,Thefts
8.0,2024-06-30,39.94693215,-75.16676269,Thefts
16.0,2024-02-12,39.92597608,-75.18737366,Thefts
12.0,2024-07-14,39.94693215,-75.16676269,Thefts
11.0,2024-07-03,40.05543182,-75.09076785,Thefts
19.0,2024-02-17,39.97398718,-75.14417293,Theft from Vehicle
14.0,2024-01-06,39.96654551,-75.2327576,Thefts
5.0,2024-07-03,40.03217548,-75.10709041,Burglary Non-Residential
7.0,2024-06-16,40.03062401,-75.16612049,Aggravated Assault No Firearm
7.0,2024-06-18,39.92186936,-75.1873212,Thefts
14.0,2024-08-03,39.95510199,-75.16581061,Thefts
8.0,2024-01-03,40.02812769,-75.05803652,Thefts
15.0,2024-02-03,39.95185837,-75.16814099,Thefts
20.0,2024-01-28,40.09365549,-75.01673332,Thefts
14.0,2024-06-10,39.95847788,-75.2251874,Thefts
16.0,2024-01-03,39.98874202,-75.22703343,Thefts
19.0,2024-05-09,39.94970723,-75.16545673,Thefts
12.0,2024-08-19,39.99078455,-75.08935293,Thefts
16.0,2024-06-08,39.97380896,-75.20444637,Thefts
15.0,2024-03-12,40.04527138,-75.13792482,Thefts
19.0,2024-08-13,39.99078455,-75.08935293,Thefts
17.0,2024-03-20,40.01220745,-75.1432898,Thefts
20.0,2024-01-12,39.967737,-75.24630271,Thefts
14.0,2024-05-14,39.90881051,-75.17417635,Thefts
15.0,2024-07-06,39.97500735,-75.15920131,Thefts
13.0,2024-05-16,39.90881051,-75.17417635,Thefts
11.0,2024-04-05,40.03786034,-75.02662613,Thefts
13.0,2024-07-31,39.99156677,-75.17644798,Aggravated Assault No Firearm
15.0,2024-07-14,39.96653894,-75.13993454,Rape
15.0,2024-05-17,39.94002746,-75.14449668,Theft from Vehicle
12.0,2024-01-03,39.95339853,-75.1746501,Thefts
18.0,2024-06-16,40.03006942,-75.05602341,Thefts
12.0,2024-06-03,39.90247062,-75.24148231,Thefts
6.0,2024-06-27,39.99622681,-75.14157392,Burglary Residential
12.0,2024-06-23,,,Aggravated Assault No Firearm
21.0,2024-01-10,39.95428523,-75.17612443,Robbery No Firearm
21.0,2024-07-11,,,Aggravated Assault No Firearm
21.0,2024-01-17,39.96654551,-75.2327576,Thefts
6.0,2024-06-24,39.97012562,-75.14687743,Theft from Vehicle
16.0,2024-03-24,40.06165326,-75.05670987,Thefts
12.0,2024-03-21,40.06165326,-75.05670987,Thefts
20.0,2024-05-13,39.96079677,-75.17158409,Thefts
20.0,2024-06-13,40.03590128,-75.06289571,Thefts
21.0,2024-08-20,,,Aggravated Assault No Firearm
16.0,2024-01-22,39.95847977,-75.22525189,Theft from Vehicle
12.0,2024-07-30,,,Thefts
19.0,2024-07-06,,,Thefts
21.0,2024-07-08,,,Thefts
1.0,2024-01-08,40.07653485,-75.04229225,Theft from Vehicle
11.0,2024-01-30,39.93354715,-75.15434666,Thefts
11.0,2024-04-15,40.0013001,-75.13571633,Thefts
13.0,2024-07-15,40.07248115,-75.19443041,Thefts
14.0,2024-07-10,,,Burglary Residential
8.0,2024-01-08,39.95462994,-75.14713973,Theft from Vehicle
11.0,2024-07-19,39.93779391,-75.16252745,Burglary Non-Residential
23.0,2024-05-04,39.96456606,-75.2307238,Aggravated Assault Firearm
8.0,2024-07-02,40.05543182,-75.09076785,Thefts
14.0,2024-08-04,40.01831274,-75.09689951,Thefts
5.0,2024-07-24,40.01831274,-75.09689951,Thefts
11.0,2024-06-09,39.92543411,-75.18493256,Thefts
18.0,2024-03-07,39.95079676,-75.1544452,Aggravated Assault No Firearm
7.0,2024-07-13,39.94693215,-75.16676269,Thefts
12.0,2024-03-27,39.96766752,-75.20210807,Burglary Residential
19.0,2024-03-24,39.97305475,-75.15283853,Thefts
23.0,2024-02-04,39.99695928,-75.1017839,Aggravated Assault Firearm
21.0,2024-03-22,39.98583323,-75.15559882,Thefts
20.0,2024-08-01,39.98988414,-75.12545432,Thefts
9.0,2024-07-31,40.03326695,-75.17786674,Thefts
9.0,2024-07-28,39.95172596,-75.17722394,Theft from Vehicle
19.0,2024-03-19,39.98883567,-75.23056648,Theft from Vehicle
1.0,2024-05-28,40.02101911,-75.07939137,Aggravated Assault No Firearm
4.0,2024-05-18,39.99230931,-75.1647747,Burglary Residential
16.0,2024-07-30,40.05000066,-75.06289768,Thefts
18.0,2024-01-18,40.05543991,-75.0907696,Thefts
12.0,2024-05-30,40.03343967,-75.21541577,Thefts
7.0,2024-01-28,40.0404195,-75.08142488,Thefts
12.0,2024-03-23,39.9802208,-75.12692882,Burglary Residential
10.0,2024-01-04,40.05543991,-75.0907696,Thefts
10.0,2024-01-02,40.00362514,-75.17877702,Theft from Vehicle
17.0,2024-02-14,40.01582415,-75.07283519,Aggravated Assault No Firearm
12.0,2024-01-05,39.92473228,-75.17011815,Thefts
0.0,2024-07-03,40.00257813,-75.09966384,Aggravated Assault Firearm
11.0,2024-04-04,40.04519561,-75.12894452,Thefts
11.0,2024-01-05,39.9525315,-75.16160703,Thefts
11.0,2024-02-07,40.05155715,-75.0084686,Thefts
2.0,2024-07-10,39.90568065,-75.1507845,Theft from Vehicle
19.0,2024-07-09,39.96653745,-75.2327558,Theft from Vehicle
9.0,2024-05-17,39.96376056,-75.20211125,Aggravated Assault No Firearm
1.0,2024-03-16,40.06382447,-75.1475362,Robbery Firearm
12.0,2024-06-07,39.97923497,-75.11817466,Thefts
9.0,2024-04-04,39.94999294,-75.15972321,Thefts
18.0,2024-03-13,40.02037268,-75.11642731,Robbery Firearm
9.0,2024-07-16,39.9278902,-75.23058763,Robbery No Firearm
12.0,2024-04-02,39.99813595,-75.1193265,Aggravated Assault Firearm
0.0,2024-05-22,40.05728082,-75.16461387,Thefts
21.0,2024-02-14,39.95478683,-75.15486813,Theft from Vehicle
11.0,2024-07-06,40.00541707,-75.09825966,Thefts
8.0,2024-03-22,40.02362408,-75.06214358,Theft from Vehicle
21.0,2024-06-03,39.97868367,-75.22409192,Thefts
14.0,2024-08-18,39.93589917,-75.19101229,Robbery No Firearm
17.0,2024-07-18,40.026052,-75.16948151,Theft from Vehicle
20.0,2024-02-18,40.04629553,-75.07037298,Thefts
3.0,2024-08-02,39.97954184,-75.1660137,Thefts
18.0,2024-04-06,40.03204955,-75.11763156,Thefts
21.0,2024-07-08,39.94460651,-75.22410938,Robbery Firearm
12.0,2024-01-02,40.03414698,-75.21654417,Thefts
10.0,2024-06-11,40.0024814,-75.15646068,Aggravated Assault No Firearm
17.0,2024-02-11,40.13317406,-75.00901647,Thefts
14.0,2024-07-28,39.95210389,-75.16150425,Thefts
16.0,2024-05-30,40.03006942,-75.05602341,Thefts
12.0,2024-05-31,39.95083579,-75.16591279,Burglary Residential
18.0,2024-02-04,39.96701005,-75.16968373,Thefts
7.0,2024-05-13,40.03006942,-75.05602341,Thefts
23.0,2024-01-12,39.95211887,-75.1404692,Theft from Vehicle
16.0,2024-08-20,39.97607748,-75.16024724,Theft from Vehicle
12.0,2024-03-17,40.00405357,-75.10354541,Theft from Vehicle
13.0,2024-04-02,40.06035247,-75.04489647,Thefts
8.0,2024-06-14,39.98869829,-75.16135949,Aggravated Assault No Firearm
21.0,2024-07-25,,,Aggravated Assault No Firearm
0.0,2024-05-11,39.96780522,-75.14825632,Theft from Vehicle
16.0,2024-01-31,39.93594514,-75.1864326,Thefts
10.0,2024-07-04,,,Burglary Residential
8.0,2024-01-05,39.94188182,-75.15247583,Burglary Non-Residential
14.0,2024-05-27,40.02361685,-75.1201771,Thefts
21.0,2024-01-22,39.97243086,-75.2015054,Thefts
1.0,2024-05-28,40.01114103,-75.14060699,Aggravated Assault Firearm
4.0,2024-05-19,39.96562926,-75.13501367,Theft from Vehicle
21.0,2024-06-17,40.01809638,-75.08281207,Aggravated Assault No Firearm
14.0,2024-07-29,39.91471135,-75.18679809,Thefts
13.0,2024-01-15,39.93815373,-75.17197544,Thefts
17.0,2024-04-12,40.0519865,-75.01004707,Thefts
20.0,2024-08-17,40.03941027,-75.03285794,Thefts
0.0,2024-05-31,40.0384603,-75.14298793,Theft from Vehicle
15.0,2024-08-06,40.00963469,-75.17580691,Thefts
19.0,2024-07-28,39.99056504,-75.10031949,Thefts
11.0,2024-01-11,40.06176558,-75.02753277,Theft from Vehicle
8.0,2024-01-20,40.04145482,-75.17616106,Thefts
16.0,2024-05-06,39.95580195,-75.21411419,Thefts
10.0,2024-01-14,39.9482443,-75.16668028,Thefts
23.0,2024-01-22,39.99120248,-75.22707256,Thefts
11.0,2024-04-04,40.0402853,-75.05737363,Thefts
12.0,2024-07-22,39.91772028,-75.1876692,Thefts
8.0,2024-05-12,39.96040566,-75.23384003,Thefts
9.0,2024-02-15,40.04669453,-75.10159528,Thefts
2.0,2024-04-22,39.92429446,-75.17006782,Aggravated Assault No Firearm
14.0,2024-03-13,40.00904686,-75.12224008,Thefts
23.0,2024-08-14,39.94693215,-75.16676269,Thefts
8.0,2024-08-12,40.06592366,-75.1949432,Theft from Vehicle
17.0,2024-06-20,40.04999257,-75.06289594,Thefts
11.0,2024-04-28,39.9473725,-75.22887827,Thefts
6.0,2024-08-07,39.98395451,-75.12541292,Robbery No Firearm
10.0,2024-04-07,39.89615164,-75.25207865,Thefts
20.0,2024-05-28,39.9473725,-75.22887827,Thefts
13.0,2024-06-20,39.96700198,-75.16968195,Thefts
8.0,2024-02-14,39.99276911,-75.16986112,Thefts
23.0,2024-06-27,39.9691974,-75.22844285,Aggravated Assault Firearm
10.0,2024-02-03,40.0733226,-75.07606029,Robbery Firearm
19.0,2024-02-03,40.04084471,-75.2236898,Thefts
12.0,2024-03-28,39.98902318,-75.12653904,Thefts
16.0,2024-07-19,39.95176508,-75.15408114,Aggravated Assault No Firearm
0.0,2024-07-07,39.95469576,-75.22021394,Thefts
13.0,2024-01-13,39.99239705,-75.09117255,Thefts
14.0,2024-01-30,40.04084471,-75.2236898,Thefts
13.0,2024-03-26,39.96890168,-75.13623713,Thefts
10.0,2024-07-20,40.05000066,-75.06289768,Thefts
13.0,2024-06-17,39.95107063,-75.16561082,Thefts
16.0,2024-07-30,40.04999257,-75.06289594,Thefts
17.0,2024-07-10,39.96000676,-75.22486807,Thefts
10.0,2024-06-15,39.96056018,-75.22435961,Aggravated Assault No Firearm
0.0,2024-08-10,40.00421766,-75.15500453,Aggravated Assault No Firearm
7.0,2024-02-03,39.92473228,-75.17011815,Thefts
13.0,2024-05-04,39.96772893,-75.24630091,Thefts
0.0,2024-08-08,40.02048024,-75.14928933,Aggravated Assault Firearm
10.0,2024-01-02,39.95000101,-75.15972498,Thefts
9.0,2024-01-08,39.95000101,-75.15972498,Thefts
9.0,2024-01-08,39.95000101,-75.15972498,Thefts
15.0,2024-06-01,39.91609929,-75.16629367,Aggravated Assault No Firearm
15.0,2024-02-17,39.99217141,-75.15215057,Thefts
10.0,2024-08-17,39.96293117,-75.19987844,Burglary Residential
12.0,2024-07-12,39.97535787,-75.22939094,Thefts
15.0,2024-06-12,39.99012791,-75.1081864,Thefts
11.0,2024-07-09,39.92615728,-75.23602339,Thefts
14.0,2024-06-18,40.02522217,-75.10764944,Thefts
9.0,2024-08-02,39.98130597,-75.1463922,Thefts
16.0,2024-02-08,39.97645707,-75.15744445,Aggravated Assault Firearm
14.0,2024-05-17,39.9195466,-75.18639344,Thefts
16.0,2024-03-28,39.99559835,-75.07938296,Thefts
14.0,2024-01-21,39.97804593,-75.15859405,Thefts
17.0,2024-06-28,40.1118739,-75.02326522,Thefts
4.0,2024-07-16,39.97584634,-75.15858986,Robbery Firearm
11.0,2024-04-03,40.03273685,-75.17735574,Thefts
10.0,2024-08-12,39.95503933,-75.22622885,Theft from Vehicle
19.0,2024-06-08,39.99747288,-75.09136933,Thefts
13.0,2024-03-28,40.03204955,-75.11763156,Thefts
14.0,2024-02-22,39.95333046,-75.20148318,Theft from Vehicle
12.0,2024-05-20,39.90247062,-75.24148231,Thefts
13.0,2024-02-10,40.06166135,-75.05671162,Thefts
8.0,2024-03-31,40.03478733,-75.06338244,Thefts
19.0,2024-06-17,39.90279232,-75.24518042,Thefts
8.0,2024-05-19,39.90247062,-75.24148231,Thefts
21.0,2024-03-14,40.01849922,-75.21435207,Thefts
10.0,2024-05-11,39.883896,-75.230667,Thefts
14.0,2024-06-04,40.03471463,-75.06449881,Aggravated Assault No Firearm
14.0,2024-04-07,40.0514423,-75.06434917,Thefts
7.0,2024-03-24,39.98366268,-75.10063502,Thefts
8.0,2024-01-16,40.04167457,-75.10671384,Thefts
10.0,2024-03-20,39.98366268,-75.10063502,Thefts
8.0,2024-01-15,40.04087299,-75.07510407,Thefts
17.0,2024-01-18,39.91602085,-75.17356303,Thefts
11.0,2024-08-18,,,Burglary Residential
17.0,2024-07-18,40.0251764,-75.10319039,Thefts
11.0,2024-01-15,40.07802487,-75.02703594,Thefts
4.0,2024-08-18,39.95576967,-75.15910642,Thefts
13.0,2024-05-09,39.95882425,-75.20627081,Theft from Vehicle
17.0,2024-04-01,39.94930459,-75.14885079,Thefts
9.0,2024-06-10,39.99055697,-75.10031774,Thefts
10.0,2024-07-01,40.02994697,-75.10631704,Thefts
19.0,2024-01-31,40.00609204,-75.21231869,Thefts
16.0,2024-07-29,40.00964277,-75.17580869,Thefts
15.0,2024-04-05,39.9389095,-75.22639454,Aggravated Assault Firearm
12.0,2024-05-18,39.9639504,-75.16455233,Theft from Vehicle
11.0,2024-04-02,39.99548058,-75.11557684,Rape
17.0,2024-05-26,39.9147729,-75.15605125,Thefts
12.0,2024-03-27,40.05566112,-75.00503167,Thefts
18.0,2024-06-07,39.98922284,-75.11894457,Theft from Vehicle
7.0,2024-07-14,39.94692408,-75.16676092,Thefts
16.0,2024-08-19,39.98052812,-75.17129807,Theft from Vehicle
15.0,2024-01-03,39.99112785,-75.13068483,Robbery Firearm
13.0,2024-06-26,39.98987606,-75.12545256,Thefts
21.0,2024-04-05,39.98583323,-75.15559882,Thefts
14.0,2024-08-19,39.95197599,-75.15605032,Robbery No Firearm
9.0,2024-02-01,39.97802499,-75.18108131,Burglary Residential
12.0,2024-01-05,39.91344577,-75.23348185,Thefts
14.0,2024-01-25,40.00916455,-75.10506821,Theft from Vehicle
18.0,2024-05-18,39.97868367,-75.22409192,Thefts
16.0,2024-07-09,39.98944638,-75.10753437,Burglary Residential
7.0,2024-07-03,40.01360814,-75.08322277,Robbery Firearm
11.0,2024-05-22,39.94861721,-75.14372131,Thefts
13.0,2024-08-04,40.03759839,-75.21239229,Theft from Vehicle
15.0,2024-01-08,39.91779374,-75.22422507,Burglary Non-Residential
22.0,2024-07-27,39.99864264,-75.16609505,Aggravated Assault No Firearm
7.0,2024-01-13,40.02259382,-75.07830646,Thefts
7.0,2024-08-20,39.91610735,-75.16629543,Robbery No Firearm
15.0,2024-01-08,40.11154411,-74.98834092,Theft from Vehicle
15.0,2024-01-25,40.06166135,-75.05671162,Thefts
8.0,2024-04-05,40.06796063,-75.19833796,Thefts
17.0,2024-06-02,40.06912833,-75.02945266,Theft from Vehicle
17.0,2024-05-22,39.95209582,-75.16150248,Thefts
14.0,2024-03-28,39.99476245,-75.16100167,Thefts
13.0,2024-05-07,39.95209582,-75.16150248,Thefts
2.0,2024-03-16,39.99534864,-75.17746064,Robbery Firearm
17.0,2024-03-24,39.9686936,-75.13905486,Thefts
10.0,2024-03-23,39.9686936,-75.13905486,Thefts
15.0,2024-01-27,39.92113448,-75.16926071,Aggravated Assault No Firearm
16.0,2024-03-30,40.09292805,-75.01743102,Thefts
11.0,2024-03-25,40.00984509,-75.16552897,Thefts
9.0,2024-03-18,39.97372108,-75.21047125,Theft from Vehicle
18.0,2024-01-31,40.04557824,-75.08774875,Thefts
18.0,2024-01-25,39.91602085,-75.17356303,Thefts
13.0,2024-06-10,39.96772893,-75.24630091,Thefts
19.0,2024-07-09,39.97868367,-75.22409192,Thefts
4.0,2024-04-04,40.04224699,-75.10967719,Robbery Firearm
17.0,2024-07-12,39.97868367,-75.22409192,Thefts
18.0,2024-05-21,40.04213322,-75.18797441,Theft from Vehicle
15.0,2024-08-06,39.99391963,-75.09682797,Aggravated Assault No Firearm
21.0,2024-08-04,39.96790336,-75.19690811,Thefts
9.0,2024-04-04,39.96021305,-75.14210469,Burglary Non-Residential
20.0,2024-03-19,40.0281196,-75.05803478,Thefts
16.0,2024-01-02,40.06796872,-75.19833975,Theft from Vehicle
11.0,2024-01-03,39.95355391,-75.16448242,Rape
13.0,2024-08-13,39.95210389,-75.16150425,Thefts
11.0,2024-06-12,40.04376167,-75.16873286,Theft from Vehicle
15.0,2024-07-15,39.95210192,-75.16143978,Aggravated Assault No Firearm
8.0,2024-03-25,40.01980463,-75.0744365,Theft from Vehicle
20.0,2024-07-09,,,Thefts
13.0,2024-01-30,39.91602085,-75.17356303,Thefts
21.0,2024-02-02,39.91602085,-75.17356303,Thefts
17.0,2024-02-03,39.91602085,-75.17356303,Thefts
23.0,2024-02-12,40.04169074,-75.19271382,Robbery Firearm
18.0,2024-05-27,40.06165326,-75.05670987,Thefts
19.0,2024-04-22,40.02456782,-75.22003611,Theft from Vehicle
6.0,2024-03-19,39.94543693,-75.22299548,Aggravated Assault Firearm
13.0,2024-06-22,,,Thefts
18.0,2024-05-30,,,Thefts
8.0,2024-07-19,39.99536931,-75.13555019,Thefts
18.0,2024-07-28,39.97184832,-75.12563093,Thefts
11.0,2024-01-17,40.03218405,-75.04851951,Thefts
15.0,2024-01-09,39.97282434,-75.21258799,Thefts
23.0,2024-06-19,40.05543182,-75.09076785,Thefts
11.0,2024-02-06,39.99239705,-75.09117255,Thefts
11.0,2024-05-21,39.91875701,-75.17590392,Theft from Vehicle
11.0,2024-05-17,40.02866516,-75.16931462,Rape
17.0,2024-06-23,40.05543182,-75.09076785,Thefts
9.0,2024-06-15,40.00798366,-75.20573075,Theft from Vehicle
8.0,2024-07-06,40.00963469,-75.17580691,Thefts
5.0,2024-02-14,39.95438434,-75.19555078,Thefts
16.0,2024-02-01,39.94909751,-75.16491046,Thefts
19.0,2024-08-05,40.00799174,-75.20573253,Thefts
13.0,2024-08-11,40.00022041,-75.15271343,Robbery No Firearm
13.0,2024-05-21,39.99888405,-75.09236604,Thefts
18.0,2024-06-26,40.00963469,-75.17580691,Thefts
8.0,2024-07-05,39.94692408,-75.16676092,Thefts
9.0,2024-04-06,39.97541428,-75.24600632,Aggravated Assault Firearm
9.0,2024-01-01,40.03152198,-75.05926435,Aggravated Assault No Firearm
20.0,2024-01-31,39.98076033,-75.16102982,Theft from Vehicle
9.0,2024-06-13,39.96700198,-75.16968195,Thefts
13.0,2024-01-21,40.0399113,-75.04575238,Aggravated Assault No Firearm
21.0,2024-01-23,39.95954801,-75.21686337,Thefts
23.0,2024-01-06,40.04760941,-75.15866941,Thefts
17.0,2024-03-24,40.05566112,-75.00503167,Thefts
1.0,2024-07-29,39.98628464,-75.1562763,Aggravated Assault Firearm
13.0,2024-07-27,39.95197599,-75.15605032,Thefts
8.0,2024-05-18,40.0036809,-75.16617542,Thefts
17.0,2024-06-06,40.01290858,-75.15090312,Thefts
19.0,2024-01-12,39.99774434,-75.11153681,Robbery Firearm
17.0,2024-01-21,,,Thefts
17.0,2024-01-17,,,Thefts
0.0,2024-08-17,39.99650429,-75.11537928,Thefts
